机构ID	数据年度	机构名称	基金会英文名称	登记证号	组织机构代码	宗旨	业务范围	基金会类型	成立时间	原始基金数额	登记部门	业务主管单位	基金会地址	邮编	秘书长	理事长	对外联系人姓名	联系人职务	联系人固话	联系人传真	联系人电子邮箱	机构官网	负责人中国家工作人员数	负责人中担任过省部级工作人员数	专项基金数	专职工作人员数	志愿者数量	评估情况	税收优惠资格取得情况
2805	2014	福建省消防事业发展基金会	Fujian Fire Controlment Foundation	基证字第8068号	66281793-3	人民消防为人民，人民消防人民办，积极吸纳、募集热心社会公益事业的单位和个人的捐赠，加强消防工作，改善消防条件，提高城市防火减灾能力，为构建和谐社会，保卫海峡西岸经济区，全面建设小康社会，创造良好的消防安全环境。	奖励消防工作成绩突出的单位和个人，救助灭火救援伤残人员、抚恤牺牲人员家属	非公募	2007年06月01日	200万元	省级民政部门	福建省公安厅	福建省福州市鼓楼区八一七北路15号红霞新城北楼821室	350003	陆嵩	张光荣	刘鸿燕	会计	0591-87089511	0591-87089511	20158784@qq.com		0.0	0.0	0.0	3.0	0.0	未参评	无
2806	2014	福建省漳州中扬梅香慈善基金会	Fujian Zhangzhou Yangmeixiang Charity Foundation	基证字第8114号	56338686-7	以从事公益事业为目的，开展社会慈善资助活动	赠助失学儿童；资助孤寡老人；资助丧失劳动力的弱势群体；为其他急需帮助的人群提供资金赠助。	非公募	2010年10月28日	200万元	县级民政部门	福建省漳州市民政局	福建省漳州市诏安县华林中路南洋新加坡小区10号楼	363500	林惠彬	李明贵	林育芬	文员	0596-6919699	0596-6919699	741917212@qq.com		0.0	0.0	0.0	5.0	9.0	未参评	无
2807	2014	福建省潘振东教育基金会	Fujian Panzhendong Education Foundation	基证字第8058号	79606903-7	带领亲属及号召其他有志于振兴中国教育事业的社会团体和个人捐资献力，支持教育事业，为培养人才贡献力量。	奖励优秀教师、优秀学生、资助特困教师、困难学生及各类慈善事业。	非公募	2006年12月05日	600万元	省级民政部门	福建省经济社团联合会	福建省福州市鼓楼区五四路109号东煌大厦30层	350003	叶淑玉	潘振东	林雅芬	办公室	0591-87815768	0591-87821414	lyf@donghuang.cn		0.0	0.0	0.0	2.0	0.0		无
2808	2014	福建省爱心公益基金会	Fujian Kind Foundation	基证字第8044号	782187761	发展民间社会公益事业，支持推动社会公益和社会文明进步与发展。	积极扶助需要支助的老弱病残者；积极支持教育事业的发展，为困难学生提供支持与奖励；为困难的民工子女提供帮助。	非公募	2005年12月19日	200万元	省级民政部门	福建省经济社团联合会	福建省厦门市思明区长青路182号	361004	李双菁	陈子琪	林淑华		0592-2086333	0592-2026018	13906011386@163.com								
2809	2014	福建省王清海职业教育基金会	Fujian Wangzhenqing Career Education Foundation	基证字第8112号	55508348-7	遵守宪法、法律、法则和国家政策，遵守社会道德风尚，关爱和谐、乐于奉献、振兴教育、促进科研	参与和资助兴办职业教育、奖学助学、奖教助教、资助行业科学技术研究、为职校学生贷款担保、参与海西春雨行动。	非公募	2010年05月18日	600万元	省级民政部门	福建省委统战部	福建省泉州市晋江市经济技术开发区迎宾大道通海文化广场四层	362000	雷崇铭	王清海	苏茹军	文员	0595-68898767	0595-28918777	609221540@qq.com		0.0	0.0	0.0	1.0	0.0	4A	公益性捐赠税前扣除资格
2810	2014	福建省百姓慈善基金会	Fujian Charity Foundation	基证字第8135号	597891116	爱宗爱亲，尽善尽美，为构建和谐社会、促进慈善事业发展贡献力量；保护、传承、弘扬宗亲文化，提升宗亲文化在中华文化体系中的社会历史地位；以宗亲文化的发展繁荣，促进优秀中华文化的发展繁荣；以宗亲文化为基础，提高海内外华人华侨的民族归属感和认同感。	（一）资助百姓寻亲、寻根活动及宗亲的文化交流、经济合作；（二）资助百姓宗祠、族谱、名人故居等的修建、修缮项目以及宗亲文化的研究活动，保护和传承宗亲文化；（三）资助表现宗亲文化的影视、动漫、游戏、出版等文艺作品的制作以及会刊、网站的创办、发展，弘扬宗亲文化；（四）资助宗亲文化相关的公益活动；（五）资助孤寡老人、失学儿童的公益项目及活动；（六）资助设立百姓宗亲道德模范评审、监督、救助等机构；（七）理事会认为必要的其他宗亲文化发展公益项目；（八）其他捐赠人特别指定并符合基金会宗旨的项目。	非公募	2012年06月19日	200万元	省级民政部门	福建省民政厅	福建省厦门市思明区观音山商务运营中心9号楼23层跃24	350001					3666707-0592	0592-3666703	baixingcishanjijin@163.com	http://www.sinoclan.org/							
2811	2014	福建省石狮市卢祖荫教育基金会	Fujian Shishi Luzuyin Education Foundation	基证字第8095号	68306514-4	弘扬中华民族尊师重教、乐于英才的优良传统和扶贫济困的传统美德，通过开展奖教、奖学、助教、助学等各种资助教育事业的活动，鼓励教师爱岗敬业、激励学生奋发学习，促进石狮市教育事业的发展。	开展奖教、教学、助教、助学和各种有利于培育人才，有利于促进教育事业发展的活动	非公募	2008年12月01日	200万元	省级民政部门	泉州市教育局	福建省泉州市石狮市永宁镇行实幼儿园三楼	362700	林贵友	林巧儿	林秋晴	办公室	0595-88486044	0595-88491986	mm929-1101@qq.com		0.0	0.0	0.0	0.0	1.0	未参评	无
2812	2014	福建省石竹慈善基金会	Fujian Shizhu Chairity Foundation	基证字第8035号	75935272-2	信守国家宪法.法律.法规和政策，弘扬中华民族传统美德，发扬人道主义精神，兴办社会公益事业，开展“安老助孤扶贫助困”等多种形式的慈善活动，为社会特困群体和个人提供多种形式的扶助，促进社会的文明.平等和进步。	开展安老.抚孤.助残.助学等慈善援助活动,援助文化.教育.卫生等慈善公益事业.	非公募	2004年02月27日	210万元	省级民政部门	福建省委统战部	福建省福州市于山九仙观（于山风景区）	350001	李国生	谢荣增	陈于英	财务	0591-83313673	0591-83313673	13905029179@139.com	http://www.fszcf.org	0.0	0.0	0.0	8.0	35.0	未参评	公益性捐赠税前扣除资格,非营利组织免税资格
2813	2014	福建省老龄事业发展基金会	Fujian Ageing Development Foundation	基证字第8013号	51215751-1	遵守《中华人民共和国宪法》和国家有关法律、法规，遵守社会道德风尚，弘扬中华民族敬老、爱老、助老的传统美德。动员社会各界关心老年人，资助兴办老年福利事业。协助政府积极推进老年社会福利、医疗卫生、文化体育、老年教育等各项事业的发展，为促进我省社会主义物质文明、政治文明和精神文明建设发挥积极作用。	募集资金,参与老年社会福利项目,组织有关活动,开展对外交流与合作。	公募	1993年07月15日	400万元	省级民政部门	福建省老龄办	福建省福州市鼓楼区五四路263号综合服务大楼913室	350003	谢庆双	李祖可	陈端旭	理事	0591-87849088	0591-87849088	fjlnjj@fjlnjj.org	http://www.fjlnjj.org	0.0	1.0	0.0	3.0	0.0	3A	公益性捐赠税前扣除资格
2814	2014	福建省胡金定教育基金会	Fujian Provincial Hujinding Education's Found	基证字第8074号	66688882-7	资助福建省籍考取大专院校，确有经济困难，本人要求资助的学生。奖励学习成绩优秀的学生为目的，通过资助和奖励的形式援助学生，使学生勤奋学习，牢记家乡的养育之恩。	1、资助福建省籍考取大专院校，确有经济困难的学生；2、奖励福建省籍学习成绩优秀的学生。	非公募	2007年10月31日	200万元	省级民政部门	漳州市教育局	福建省厦门市集美区董任西路6号	361022	魏开明	胡金定	黄齐亮	副理事长	0592-6283068	0592-6282435	jijinhui@hujinding.org	http://www.hujinding.org							无
2815	2014	福建省见义勇为基金会	Fujian Foundation for Justice and Courage	基证字第8019号	512159664	遵守国家宪法、法律、法规和相关政策，遵守社会公德；发扬中华民族见义勇为传统美德，倡导见义勇为精神，弘扬社会正气，维护社会治安，推进社会治安综合治理，促进社会主义精神文明建设，为全省社会主义现代化建设创造良好的社会治安环境。	宣传本会宗旨、积极募集资金，表彰奖励见义勇为先进分子，开展为见义勇为人员服务的慰问、扶困、助学等活动，促进见义勇为事业持续发展。	公募	1994年09月13日	400万元	省级民政部门	福建省公安厅	福建省福州市鼓楼区铜盘路87号三楼	350003	刘彬根	傅镛堃	谢芳	财务部	0591-87093072	0591-87848484	fujianjyyw@yahoo.com	http://www.fjjyyw.org	0.0	0.0	0.0	9.0	7.0	5A	公益性捐赠税前扣除资格,非营利组织免税资格
2816	2014	福建省诺奇大学生创业基金会	Fujian Nuoqi Foundation for College Students' Entrepreneurship	基证字第8103号	689395849	成就大学生的创业梦想	资助大学生创业项目、培训；资助各大中专院校设立专项的助学金、奖学金	非公募	2009年06月24日	200万元	省级民政部门	福建省公务员局，福建省人力资源开发办公室	福建省泉州市经济技术开发区德龙路建龙共苑C幢9-11号	362000	陈全懿	丁灿阳	丁灿阳	法人	0595-22497277	0595-22497277	cy@nuoqi.cn								
2817	2014	福建省逸仙教育基金会	Fujian Yixian Education Foundation	基证字第8098号	79839817-6	遵守中华人民共和国宪法和法律、法规，秉承孙中山先生“人尽其才，教育有道”教育思想，开展助学助教育促进教育事业的活动，服务社会公益事业。	对贫困地区助学助教，对教育事业有特殊贡献的个人和单位奖励，接受捐赠。	非公募	2009年03月25日	300万元	省级民政部门	福建省委统战部	福建省福州市鼓楼区湖东路276号6楼财务室	350003	徐平	赖钟雄	范风华	工作人员	0591-87841746	0591-87841746	zheng7720@sina.com		0.0	0.0	0.0	0.0	0.0	未参评	无
2818	2014	福建省邓子基教育基金会	Fujian Dengziji Education Foundation	基证字第8069号	66282073-7	弘扬中华民族尊师重教优良传统，开展资助教育事业的活动，奖优助困、激励学生奋发学习，推动全社会关心和支持教育，促进我省教育事业的发展	奖励优秀教师、学生；资助特困教师、学生；资助学校办学；奖励尊师重教单位、个人。	非公募	2007年06月13日	200万元	省级民政部门	福建省厦门市教育局	福建省厦门市海沧区厦禾路618财智广场633室	361003	康永松	邓子基	刘倩	副秘书长	0592-8764030	0592-5155217	fjdzj2007@126.com	http://www.fjdzj.org.cn	0.0	0.0	0.0	1.0	2.0	3A	公益性捐赠税前扣除资格
2819	2014	福建省郭文梯教育基金会	Fujian Guowenti Education Foundation	基证字第8036号	76408916-4	遵守宪法、法律、法则和国家政策，遵守社会道德风尚，汇集教育资金，为振兴家乡的教育事业，培养人才贡献力量	教育基金及筹集管理使用	非公募	2004年05月22日	212万元	省级民政部门	泉州市教育局	福建省泉州市晋江市季延初级中学内	362216	陈鸿群	丁泽岩	钟静	出纳	0595-88179265	0595-88175261	xzhsh@sina.cn	http://www.jjjy.net/list.aspx?cid=65	0.0	0.0	0.0	3.0	0.0	4A	无
2820	2014	福建省长汀县陈柏村慈善基金会	Fujian Changting County Chenbocun Charity Foundation	龙民基证字第8001号	07744593X	弘扬中华民族扶贫济困的传统美德，致力社会慈善公益事业，促进社会和谐发展。	1.开展赈灾援助，帮助灾区人民生产自救，灾后重建;2.开展扶贫济困，资助长汀城乡特困人员基本生活，就医;3.开展助学，助教活动，支持长汀县教育事业发展;4.经理事会许可的其他社会慈善公益性援助项目;	非公募	2013年09月23日	200万元	市级民政部门	龙岩市民政局	福建省龙岩市长汀县汀州豪廷10#楼06号	366399	罗益洲	陈柏村	杨文燕		0597-6512777	0597-6512777	djw4258@qq.com	http://www.jinlonghua158.com							
2821	2014	福建省闽商文化发展基金会	Fujian Fujianbusiness Culture Development Foundation 	基证字第8125号	58110405-0	以闽商文化研究为基础，提升闽商在中华文化体系中的社会历史地位，打造闽商的整体文化形象，弘扬闽商精神，在推动闽商文化发展的同时，促时福建经济文化事业的全面腾飞。	资助闽商文化专题研究项目和著作出版；资助闽商文化相关公益活动；资助表现闽商精神的影视、动漫、游戏等文化艺术作品的制作。	非公募	2011年09月03日	200万元	省级民政部门	中共福建省委统战部	福建省福州市鼓楼区工业路523号福大怡山校区逸夫馆西侧附属楼	350002	陈慎	苏文菁	黄玲丹	办公室文员	0591-83807835	0591-83807835	729966343@qq.com	http://www.min-sh.com	0.0	0.0	0.0	3.0	2.0	4A	公益性捐赠税前扣除资格
2822	2014	福建省青少年发展基金会	Fujian Youth Development Foundation	基证字第8016号	51215762-6	为福建省青少年利益服务，积极筹集资金并争取海内外关心福建省青少年事业的团体，社会的支持和捐赠，促进福建省青少年工作和青少年社会教育、科技、文化、福利等事业的发展。	奖励优秀、教育培养、增进了解、开展研究		1993年07月15日	400万元	省级民政部门	福建省团省委	福建省福州市鼓楼区东街83号中庚青年广场901室	350001	张志辉	叶周玲	陈月云	科长	0591-87538534	0591-87567584	fujian@cydf.com	http://www.fjydf.cn/yfportalweb/main/index.xhtml	0.0	0.0	0.0	11.0	0.0	5A	公益性捐赠税前扣除资格
2823	2014	福建省黄仲咸教育基金会	Fujian Huangzhongxian Education Foundation 	基证字第8037号	76618224-X	科教兴国、教育为本、扶持教育、文化、卫生、福利等事业，促进现代化建设。	资助教育、文化、卫生、福利等公益事业。	非公募	2004年09月28日	848万元	省级民政部门	福建省侨办	福建省厦门市湖里区吕岭路22号必达大厦32楼	361009	林再发	黄涤岩	林再发	秘书长	0592-5528132	0592-5528131	hzxjyjjh@163.com		0.0	0.0	0.0	19.0	0.0	未参评	无
2824	2014	福建省龙岩市李新炎慈善基金会	Fujian Longyan Lixinyan Charity Foundation	基证字第8066号	66037216-8	弘扬人道主义精神，支持社会慈善公益事业，促进社会和谐与发展。	开展扶贫、济困、赈灾等各种形式的社会救助工作；开展助学、助医、助孤活动，支持教育卫生事业发展。	非公募	2007年06月26日	1,000万元	省级民政部门	龙岩市民政局	福建省龙岩市漳平市和平路25号	364000	王室成	林仁芳	陈蕾	秘书处秘书	0597-2322669	0597-2322616	lxycsjjh@163.com		0.0	0.0	0.0	4.0	0.0	5A	公益性捐赠税前扣除资格,非营利组织免税资格
2825	2014	福建省龙岩市邱家宗慈善基金会	Fujian Longyan Qiujiazong Foundation	基证字第8121号	572996990	兴教育贤、助残济贫，开展社会公益慈善活动，促进社会和谐。	开展助教、助学活动，支持龙岩市教育事业发展；开展助残济贫、助老、赈灾等各项社会救助工作；其他社会公益慈善事业。	非公募	2011年11月20日	200万元	省级民政部门	龙岩市民政局	福建省龙岩市新罗区溪南路2号溪南大厦5楼516室	364000	邱荣华	邱汉成	邱荣华	理事	0597-2322326	0597-2363120	zgtscxn@126.com		0.0	0.0	1.0	3.0	12.0	未参评	无
2826	2014	福建省龙岩扶贫基金会	Longyan Foundation for Poverty Alleviation	基证字第8004号	51215828-2	遵守国家法律、法规、遵守社会道德风尚，实行开发扶贫的方针，为龙岩市经济欠发达的乡村脱贫致富服务。	接受和管理各种扶贫援助,帮助贫困乡村经济和公益事业的建设。	公募	1991年08月12日	400万元	省级民政部门	福建省农委办	福建省三明市永安市龙岩市军民路41号	364000	陈江伟	苏振旺	简福兰	理事	0597-2332014	0597-2332014	LYFPJJH@tom.com		0.0	0.0	0.0	4.0	0.0	3A	无
2827	2014	福建福光基金会	Fujian Fuguang Foundation	基证字第8002号	51215765-0	为福建培养中高层次国际经济管理人才。	学术交流、组织培训、举办讲座、引进人才。	非公募	1990年10月06日	2,000万元	省级民政部门	省政府办公厅	福建省福州市晋安区五四北路湖前路58号福光国际经济培训中心	350003	韩守真	刘启力	韩守真	秘书长	0591-87718388	0591-87715890	hsz62602@163.com	http://www.fg1990.com	0.0	0.0	0.0	2.0	0.0	未参评	无
2828	2014	福建福海文教基金会	Fujian Fuhai Foundation for Culture and Education	基证字第8022号	51215015-4	扶贫助学,服务社会	接受境内外团体或个人捐助资金，资助贫困学子及希望工程，支持地方文化事业发展，开展闽台文化交流。	非公募	1994年08月03日	200万元	省级民政部门	福建省民政厅	福建省福州市晋安区六一北路328号金源花园一层A-B连接体	350011	许振东	程桂泉	黄淑芳	理事	0591-87506068	0591-87551057	fuhaiwenjiao@163.com	http://www.fjfhwj.com	0.0	0.0	0.0	4.0	15.0	3A	无
2829	2014	福建自然门教育发展基金会	Fujian Ziranmen Education Development Foundation	基证字第8065号	79838385-5	遵守国家宪法，法律，法规和相关政策，团结国内外热心石狮市自然门武术学校教育发展事业的团体和人士为石狮市自然门武术学校建设和发展提供资助。	奖励优秀教师、优秀学生；资助特困教师、困难学生；资助师资培训。	非公募	2007年03月07日	200万元	省级民政部门	泉州市教育局	福建省泉州市石狮市香江路65-67号自然门学校综合楼	362700	廖先法	吴明怀	吴诗敏	办公室主任	0595-88888936	0595-88888939	331602292@QQ.COM		0.0	0.0	0.0	1.0	0.0	未参评	无
2830	2014	福建莆田市真情社会福利基金会	Fujian Putian Zhenqing Social Welfare Foundation	基证字第8057号	79375183-1	助老扶老,助学兴教,救急帮困	助老扶老,助学兴教,救急帮困,其他公益事业	非公募	2006年09月18日	560万元	省级民政部门	福建省莆田市民政局	福建省莆田市涵江区		卓建辉	翁心斌	翁心斌	理事长											
2831	2014	福建运盛青年基金会	Fujian Yunsheng Youth Foundation	基证字第8015号	51215727-1	对在福建省从事自然科学研究活动中，有重大发明、创新，特别是对振兴福建经济和推动科技进步做出突出贡献的青年科技工作者给予物质奖励，以激励福建青年科技工作者为祖国现代化建设作出更大的贡献。	奖励福建省有突出贡献的青年科技人员及相关活动	非公募	1993年05月24日	300万元	省级民政部门	福建省科协	福建省福州市鼓楼区湖东路7号402室	350003	林珠英	唐华	陈婉彤	会计	0591-87532781	0591-78900063	yunsheng@fikx.org	http://www.fjyunsheng.org/	0.0	0.0	3000000.0	0.0	0.0	5A	无
2832	2014	福建闽西陈景河教育基金会	Fujian Minxi Chenjinghe Chairity Foundation	基证字第8071号	66509287-8	支持闽西教育事业，资助贫困的品德良好、学习优秀学生，鼓励其刻苦学习，报效祖国，促进社会和谐。	设立助学、奖学金，资助、奖励家庭贫困、品学兼优的学生；改善办学条件，支持闽西教育事业的发展。	非公募	2007年08月20日	200万元	省级民政部门	龙岩市教育局	福建省龙岩市永定县高陂中学紫金综合楼	364101	赖银超	陈景松	张海球	理事	0597-5639868	0597-5639868	gbzxzhq@126.com	http://www.cjhcsjjh.com	0.0	0.0	0.0	1.0	9.0	3A	公益性捐赠税前扣除资格
2833	2014	福建陈燕平慈善基金会	Fujian Chenyanping China Foundation	基证字第8100号	68753046-1	以人为本，为民解困、扶贫助残、安老扶幼、助学济困、关爱民生、努力构建和谐社会、促进社会文明发展。	扶贫助残、安老扶助、助学济困、关爱民生、奖励优秀学生，支持福清海口的教育事业发展。	非公募	2009年04月21日	500万元	省级民政部门	福建省经济社团联合会	福建省福州市鼓楼区世贸臻园3#39层	350001	蔡凤	陈燕平	龚光铃	会计	0591-85558699	0591-85558699	307148836@qq.com		0.0	0.0	0.0	1.0	0.0	未参评	公益性捐赠税前扣除资格
2834	2014	福建集美大学教育发展基金会	Fujian Jimei University Education Development Foundation	基证字第8047号	51365970-8	弘扬嘉庚精神，办好集美大学。	从事管理和使用资金；开展奖教奖学、助教助学和各种有利于教育事业发展的活动。	非公募	1993年09月10日	400万元	省级民政部门	福建省教育厅	福建省厦门市集美区银江路185号集美大学尚大楼校董会办公室	361021	叶光煌	辜建德	吕娴	出纳	0592-6180247	0592-6180247	board@jmu.edu.cn	http://www.fjmjzz.com/search/model/temple1/index.asp?id=917	0.0	0.0	0.0	2.0	100.0	3A	公益性捐赠税前扣除资格
2835	2014	福鼎市家景助学基金会	Fuding Jiajing Students Grants Foundation	基证字第8131号代码58752272-0	587522720	奉献爱心，提升自我。	资助家庭经济困难的福鼎籍学生，完成学业。	非公募	2011年12月12日	200万元	省级民政部门	宁德市教育局	福建省宁德市福鼎市太姥大道50号新华书店七层	355200	沈娅芳	金菁	肖水平	出纳	0593-7977358	0593-7977358	840463015@qq.com		0.0	0.0	0.0	2.0	0.0	未参评	公益性捐赠税前扣除资格,非营利组织免税资格
2836	2014	禹州市钧瓷发展基金会	Yuzhou Jun Porcelain Development Foundation 	豫民基证字第0026-G号	67412238-9	遵守国家的法律法规和国家政策，坚持为钧瓷行业服务，不以赢利为目的，讲求经济效益和社会效益的统一性。	依法募集资金，资助钧瓷产业，服务钧瓷事业发展	公募	2008年04月14日	400万元	省级民政部门	河南省工业和信息化厅	河南省许昌市禹州市禹王大道党政综合楼	461670	李进伟	吴松木	孙棕茂	工作人员	0374-8279739	0374-8279739	465748053@qq.com								
2837	2014	科左后旗扶贫助学基金会	Houqi Khorchin Left-wing Donated Foundation for Education	基证字第J0001号	50270270-7	服务于科左后旗义务教育需求，为扶贫助学募集资金。	监督管理扶贫助学基金；募集、发放救助资金；检查扶贫助学资金落实情况	非公募	2004年04月28日	200万元	省级民政部门	科左后旗教育局	内蒙古自治区通辽市科尔沁左翼后旗少年宫基金会办公室	028100	程凤梅	吴全喜	额布力吐	办公室主任	0475-5217171	0475-5212769	fpzxjjh@126.com		0.0	0.0	0.0	2.0	0.0	未参评	无
2838	2014	秦皇岛市志愿服务基金会	qinhuangdao Voluntary Service Foundation	冀民基证字第0031号	579569633	大力普及志愿理念，弘扬志愿服务精神，支持和推动志愿服务活动，为人们“奉献他人，提升自己”搭建平台，引导人们多做好事、增长好心、争当好人，为不断提高公民文明素质和社会文明程度做贡献。	筹集志愿服务资金，接受捐赠，管理、运作基金，资助、奖励志愿服务项目、文化培育、志愿者权益保障等。	非公募	2011年07月08日	401万元	省级民政部门	河北省委宣传部	河北省秦皇岛市海港区友谊路78号	066000	韩立军	曹丽荣	袁铭光	会计	0335-5918865	0335-5918865	qhdszyfwjjh@126.com	http://www.qhdjswm.com/	0.0	0.0	0.0	5.0	2.0	5A	公益性捐赠税前扣除资格
2839	2014	秦皇岛摩诃佛缘慈善基金会	Qinhuangdao Maha Buddhism Charity Foundation	冀民基证字第0053号	084984915	组织和团结社会各界力量，继承中华民族扶贫济困的传统美德，开展多种形式的教育、公益救助，文化交流等弘法活动，为促进社会和谐做工作。	开展助学、养老、健康、救灾等慈善公益活动；佛教文化交流；援建佛教场所；其他慈善公益活动。	非公募	2013年12月09日	200万元	省级民政部门	河北省民族宗教事务厅	河北省秦皇岛市北戴河区联峰路91号院内5号楼	066100	高欣	班颁	左红见	会计	0335-7093993		2860415488@qq.com								无
2840	2014	紫金山天文台小行星基金会	Zijinshan Observatory Asteroid Foundation	苏民基证字第00012号	50917110-1	开展小行星命名，接受捐赠，支持近地天体探测、小行星发现和行星科学研究，参加国际预防近地天体撞击地球的预警工作，推进科学普及教育	开展小行星命名，接受捐赠，支持建造近地天体望远镜，资助和奖励近地天体探测、小行星发现和行星科学研究，参加国际近地天体预警工作，开展公益性科普教育。	非公募	1993年09月25日	220万元	省级民政部门	南京紫金山天文台	江苏省南京市鼓楼区北京西路2号	210008	汪琦	杨捷兴	汪琦	副理事长兼秘书长	025-83332135	025-83332135	wq_pmo@126.com								公益性捐赠税前扣除资格
2841	2014	紫金矿业慈善基金会	Zijin Mining Charity Foundation	基证字第1105号	717833835	致力公益慈善事业，履行企业公民责任，推动社会和谐进步，促进环境生态平衡。	开展扶贫、济困、赈灾等社会救助工作；开展助学助教、环境保护等公益慈善事业；其它符合本基金会宗旨的社会慈善活动。	非公募	2012年09月04日	20,000万元	民政部	民政部	福建省龙岩市上杭县紫金路1号紫金大厦14楼	364200	苏碧亮	林水清	傅伟英	职员	0597-3833560	0597-3883997	395870421@qq.com	http://www.zjky.cn/social/zi-jin-kuang-ye-ci-shan-ji-jin-hui.htm	0.0	0.0	0.0	2.0	200.0	未参评	公益性捐赠税前扣除资格
2842	2014	红河哈尼族彝族自治州见义勇为基金会	Honghe Foundation for Justice and Courage	云南基证字第001号	76042933-6	遵守遵守宪法、法律、法规和政策，遵守社会道德风尚，发扬中华民族传统美德，倡导见义勇为，弘扬社会正气，促进社会治安综合治理和社会主义精神文明建设，为红河州的改革、发展和稳定创造良好的社会环境。	宣传见义勇为先进事迹，弘扬社会正气；对作出突出贡献的见义勇为公民提供奖励资金和困难补助；募集、管理和使用基金。	公募	2003年08月08日	400万元	省级民政部门	云南省委政法委	云南省红河哈尼族彝族自治州蒙自县州委办公大楼A座207室	661100	何中柱	张继金	叶翠	出纳	0873-3730600	0873-3730600	hhzhlb@sina.com		0.0	0.0	0.0	0.0	0.0	未参评	公益性捐赠税前扣除资格
2843	2014	纪念苏天·横河仪器仪表人才发展基金会	Commemorate Sutian · Yokogawa Instruments and Meters Executive Development Foundation	基证字第1028号	50000685-5	培养中国仪器仪表行业人才、推动中日仪器仪表企业合作。	选派仪器仪表行业高级管理人员出国培训,邀请外国专家来华讲学。	非公募	1991年10月10日	810万元	民政部	国务院国有资产监督管理委员会	北京市西城区三里河路46号	100823	薛一平	向晓波	谭仲	秘书处工作人员	010-68594898	010-68595175	eagle7114@sina.com		0.0	0.0	0.0	4.0	0.0		无
2844	2014	纺织之光科技教育基金会	Textile Vision Science and Education Fund	基证字第1054号	50002103-5	继承和发扬新中国纺织工业奠基人钱之光同志为代表的老一辈无产阶级革命家、实业家，开创新中国纺织事业的奋斗精神，缅怀钱之光老部长为我国纺织事业所做的卓越贡献。	专项资助；科技交流；成果推广；咨询服务。	非公募	2008年05月08日	2,000万元	民政部	国务院国有资产监督管理委员会	北京市东城区东长安街12号540室	100742	张翠竹	陈树津	陈思奇	项目部主任	85229610	010-85229540	fzjjh@cntac.org.cn	http://www.fzjjh.com	0.0	0.0	1.0	5.0	145.0	3A	公益性捐赠税前扣除资格,非营利组织免税资格
2845	2014	绍兴县中厦慈善基金会	Shaoxing Zhongsha Charity Foundation	浙基证字第52045号	50188376-1	济困解难，行崇仁关爱；奉献公益，促文明进步。	以货币或实物，为本地及社会提供济困助学、安老帮残、崇义解困、赈灾扶贫等资助。	非公募	2008年07月02日	200万元	省级民政部门	浙江省民政厅	浙江省绍兴市绍兴县绍兴市柯桥区平水镇环镇东路77号	312050	吴玉宝	杨燕清	蔡兴	会计	0575-85767209	0575-85761981	85763777@163.com	http://zjnpo.foundationcenter.org.cn/sxxzxcsjjh							无
2846	2014	绍兴市柯桥区人民教育基金会	Shaoxing County People's Education Foundation	浙基证字第51016号	50187604-3	人民教育人民办，办好教育为人民。	资助贫困师生，改善办学条件；奖励教育先进集体、个人。	公募	1989年02月21日	420万元	省级民政部门	浙江省教育厅	浙江省绍兴市绍兴县柯桥区教育体育局	312030	许吉安	余茂法	王永祥	会计	0575-85584370	0575-84126624	wyxkk88@126.com	http://zjnpo.foundationcenter.org.cn/sxxrmjyjjh	0.0	0.0	420.0	0.0	3.0	未参评	公益性捐赠税前扣除资格
2847	2014	绍兴市柯桥区小百花越剧基金会	Shaoxing Xiaobaihua Yue Opera Foundation	浙基证字第52017号	50187302-9	繁荣越剧事业艺术，鼓励创作艺术精品，培养优秀人才。	（一）统一接受海外华侨、港澳台胞和社会各界人士对戏曲的捐赠，统一接受民营企业和人私企业为改善戏曲事业的条件而对剧团的捐赠；（二）表彰奖励对戏曲有较大贡献的个人；（三）推进和繁荣戏曲事业。	非公募	1993年12月28日	250万元	省级民政部门	浙江省文化厅	浙江省绍兴市绍兴县柯桥区金柯桥大道百花路1号	312030	陈锦高	吴凤花	沈黎萍	会计	0575-85272108	0575-84128525	sxxbh@126.com	http://zjnpo.foundationcenter.org.cn/sxxxbhyjjjh	0.0	0.0	1.0	0.0	0.0	未参评	无
2848	2014	绍兴市上虞区人民教育基金会	Shangyu People's Education Foundation	浙基证字第51020号	50187707-0	为推动全社会关心和支持教育，筹集资金，促进我市教育事业的发展，加强社会主义物质文明和精神文明建设，为现代化建设培养有理想、有道德、有文化、有纪律的新一代作出贡献。	资助学校添置设备和基础建设、特困家庭子女求学。	公募	2002年10月01日	400万元	省级民政部门	浙江省教育厅	浙江省绍兴市上虞市所上虞区政府3号楼3335室	312300	金坚强	杨根苗	张文娟	出纳	0575-82134070	0575-82136267	178923598@QQ.com	http://zjnpo.foundationcenter.org.cn/sysrmjyjjh/index.html	0.0	0.0	0.0	0.0	25.0	未参评	公益性捐赠税前扣除资格
