机构ID	机构名称	数据年度	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
3202	陕西省社会公益基金会	2014	40,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40,000.00	0.00	0.00	0.00	0.00	0.00	0.00		40,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	65,264.06	-69.56	305.00	65,499.50	0.00		-65,496.50
3204	陕西省神州汉文化保护发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	255,260.00	0.00	0.00	0.00	0.00	0.00	0.00	582.16	255,842.16	227,268.30	37,814.35	27,233.10	0.00	292,315.75	0.00		-36,473.59
3205	陕西省神木县民生慈善基金会	2014	43,700,000.00	0.00	0.00	0.00	0.00	170,500,000.00	45,000,000.00	111,392,276.30	370,592,276.30	64,263,857.60	384,913.35	1,613.10	3,585,605.79	68,235,989.84	0.00		302,356,286.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
3206	陕西省红十字基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	13,538,646.37	0.00	0.00	0.00	0.00	0.00	784,231.50	4,494.23	14,327,372.10	26,414,764.85	516,241.64	59,192.30	0.00	26,990,198.79	0.00		-12,662,826.69
3207	陕西省老龄事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	1,400,900.00	0.00	0.00	1,400,900.00	0.00	234,309.88	0.00	0.00	234,309.88	0.00		-93,409.88	2,056,000.00	0.00	0.00	0.00	0.00	1,500,000.00	3,741,356.38	3,288.09	7,300,644.47	3,842,065.97	407,514.57	745.00	0.00	4,250,325.54	0.00		3,050,318.93
3211	陕西省西安城墙保护基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,000.00	0.00	0.00	0.00	0.00	0.00	0.00	275,813.71	276,813.71	563,485.40	3,045.00	0.00	0.00	566,530.40	0.00		-289,716.69
3212	陕西省西安市老龄事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	2,107,500.00	1,628,747.04	6,514.75	3,742,761.79	2,946,780.70	262,630.87	2,421.00	400.50	3,212,233.07	0.00		530,528.72
3213	陕西省西安残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,224,428.40	0.00	0.00	0.00	0.00	0.00	1,813,233.00	75.80	3,037,737.20	1,858,139.33	178,349.77	5,227.25	0.00	2,041,716.35	0.00		996,020.85
3215	陕西省阳光慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	42,150.30	0.00	0.00	0.00	0.00	0.00	100,325.02	0.00	142,475.32	42,150.30	2,200.00	0.00	0.00	44,350.30	0.00		98,125.02
3216	陕西省青少年发展基金会	2014	13,199,127.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13,199,127.69	14,627,409.10	0.00	0.00	0.00	14,627,409.10	0.00		-1,428,281.41	0.00	0.00	0.00	0.00	0.00	0.00	236,124.79	0.00	236,124.79	0.00	58,620.40	-62,505.84	0.00	-3,885.44	0.00		240,010.23
3217	陕西省青年创业就业基金会	2014	1,500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,500,000.00	1,600,000.00	0.00	0.00	0.00	1,600,000.00	0.00		-100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	162,490.41	0.00	162,490.41	0.00	12,253.60	-2,561.73	0.00	9,691.87	0.00		152,798.54
3219	陕西省黄土地陕北民歌发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	300,000.00	0.00	0.00	0.00	0.00	0.00	0.00	386,400.00	686,400.00	1,043,693.85	283,766.41	162,765.10	0.00	1,490,225.36	0.00		-1,103,825.36
3220	陕西福智慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	232.43	232.43	301,700.00	15,639.89	523.00	0.00	317,862.89	0.00		-317,630.46
3221	陕西纯山教育基金会	2014	2,211,411.53	0.00	0.00	0.00	0.00	700,000.00	0.00	0.00	2,911,411.53	2,260,419.35	0.00	0.00	0.00	2,260,419.35	0.00		650,992.18	65,891.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	65,891.70	73,088.00	121,371.49	2,944.35	0.00	197,403.84	0.00		-131,512.14
3222	陕西美术事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,154,834.00	205,073.49	-336.06	0.00	2,359,571.43	0.00		-2,359,571.43
3223	陕西荣华慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	2,600,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,600,000.00	1,805,000.00	35,520.61	-294.06	0.00	1,840,226.55	0.00		759,773.45
3224	陕西荣禾老年基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	500,000.00	510,000.00	44,163.45	-52.94	21,302.49	575,413.00	0.00		-75,413.00
3225	陕西蔡路帮困助学基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	602,000.00	0.00	0.00	0.00	0.00	0.00	468,000.00	0.00	1,070,000.00	1,391,004.00	86,951.00	-903.32	0.00	1,477,051.68	0.00		-407,051.68
3227	陕西鱼化龙创业基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	196,666.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	196,666.00	532,215.50	10,420.81	-4,469.62	0.00	538,166.69	0.00		-341,500.69
3228	陶行知教育基金会	2014	27,600,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27,600,000.00	0.00	0.00	0.00	0.00	0.00	-23,021,112.16		4,578,887.84	150,492.00	0.00	0.00	0.00	0.00	0.00	0.00	452,549.51	603,041.51	26,493,067.16	1,422,348.66	122,267.18	0.00	28,037,683.00	23,021,112.16		-4,413,529.33
3229	隆回县教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
3230	雅安市关心下一代基金会	2014	1,612,390.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,612,390.00	1,678,336.00	0.00	0.00	0.00	1,678,336.00	0.00		-65,946.00	0.00	0.00	0.00	0.00	0.00	100,000.00	37,165.15	145,425.02	282,590.17	507,856.80	167,286.06	0.00	0.00	675,142.86	0.00		-392,552.69
3231	雅安市教育基金会	2014	17,810,356.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17,810,356.55	24,060,568.54	0.00	0.00	0.00	24,060,568.54	0.00		-6,250,211.99	0.00	0.00	0.00	0.00	0.00	50,000.00	0.00	1,892,208.31	1,942,208.31	340,837.10	361,629.07	0.00	0.00	702,466.17	0.00		1,239,742.14
3232	霞浦县振兴教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	1,000,000.00	0.00	1,615,867.81	2,615,867.81	2,095,200.00	39,918.10	0.00	312,510.38	2,447,628.48	0.00		168,239.33
3233	青岛农业大学教育发展基金会	2014	748,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	748,000.00	0.00	0.00	0.00	0.00	0.00	-958,000.00		-210,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31,484.31	31,484.31	958,000.00	0.00	0.00	600.00	958,600.00	958,000.00		30,884.31
3234	青岛大学教育发展基金会	2014	3,230,330.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,230,330.48	2,676,541.53	0.00	0.00	0.00	2,676,541.53	0.00		553,788.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18,163.18	18,163.18	0.00	22,597.00	0.00	0.00	22,597.00	0.00		-4,433.82
3235	青岛市华泰公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	172,300.00	0.00	0.00	0.00	172,300.00	-3,800.00		-176,100.00	222,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	222,000.00	152,298.20	21,197.31	-157.93	0.00	173,337.58	3,800.00		52,462.42
3236	青岛市天泰公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,156,581.77	0.00	0.00	0.00	0.00	0.00	0.00	349,901.84	1,506,483.61	1,984,536.06	33,410.60	0.00	80,132.12	2,098,078.78	0.00		-591,595.17
3237	青岛市教育发展基金会	2014	33,216,519.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33,216,519.45	24,017,105.86	0.00	0.00	0.00	24,017,105.86	0.00		9,199,413.59	8,967.24	0.00	0.00	0.00	0.00	0.00	0.00	1,102,754.94	1,111,722.18	804,361.55	268,192.08	0.00	0.00	1,072,553.63	0.00		39,168.55
3238	青岛市残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	3,401,886.95	0.00	0.00	0.00	0.00	0.00	0.00	27,051.38	3,428,938.33	3,294,883.42	364,888.44	0.00	0.00	3,659,771.86	0.00		230,833.53
3239	青岛市残疾儿童医疗康复基金会	2014	579,176.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	579,176.33	316,185.82	0.00	0.00	0.00	316,185.82	0.00		262,990.51	368,215.62	0.00	0.00	0.00	0.00	0.00	0.00	138,045.92	506,261.54	0.00	7,837.45	0.00	0.00	7,837.45	0.00		498,424.09
3240	青岛市爱国健身公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,479.89	5,479.89	200,000.00	1,176.02	0.00	0.00	201,176.02	0.00		-195,696.13
3242	青岛市见义勇为基金会	2014	138,000.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	131,859.74	2,269,859.74	413,018.00	6,232.00	0.00	0.00	419,250.00	0.00		1,850,609.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
3243	青岛市青少年发展基金会	2014	7,593,627.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,593,627.20	6,275,298.20	0.00	0.00	0.00	6,275,298.20	0.00		1,318,329.00	417,170.00	0.00	0.00	0.00	0.00	0.00	0.00	14,549.23	431,719.23	102,800.00	10,656.80	0.00	0.00	113,456.80	0.00		318,262.43
3245	青岛滨海学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	14,515,036.00	0.00	0.00	0.00	0.00	0.00	0.00	2,866,602.65	17,381,638.65	4,792,942.00	73,207.50	0.00	0.00	4,866,149.50	0.00		12,515,489.15
3246	青岛科技大学教育发展基金会	2014	1,677,480.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,677,480.00	2,796,000.00	10,137.50	0.00	0.00	2,806,137.50	0.00		-1,128,657.50	188,240.00	0.00	0.00	0.00	0.00	0.00	0.00	4,877.15	193,117.15	96,240.00	19,059.00	0.00	975.50	116,274.50	0.00		76,842.65
3247	青岛绿华资源利用基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	360,000.00	0.00	0.00	0.00	0.00	0.00	402,373.54	2,329.79	764,703.33	500,242.00	125,442.47	0.00	0.00	625,684.47	0.00		139,018.86
3250	青海冬虫夏草与人类健康研究发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	214,500.00	107,076.84	1,212.72	0.00	322,789.56	0.00		-322,789.56
3251	青海省天佑德教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	800,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	800,000.00	795,000.00	1,608.00	0.00	-93,568.35	703,039.65	0.00		96,960.35
3252	青海妇女儿童发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	9,052,098.54	13,000.00	0.00	0.00	0.00	0.00	0.00	188,980.33	9,254,078.87	8,517,715.89	59,329.40	0.00	0.00	8,577,045.29	0.00		0.00
3253	青海省关心下一代基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	160,266.85	160,266.85	0.00	3,543.00	0.00	0.00	3,543.00	0.00		156,723.85
3256	青海省希望明德关爱青少年基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	930,000.00	0.00	0.00	0.00	0.00	800,999.90	0.00	88,134.65	1,819,134.55	1,031,000.00	82,866.70	0.00	761.50	1,114,628.20	0.00		704,506.35
3258	青海省教育发展基金会	2014	2,784,000.00	0.00	0.00	0.00	0.00	7,000.00	0.00	0.00	2,791,000.00	2,491,502.00	0.00	0.00	0.00	2,491,502.00	0.00		0.00	1,306,610.00	0.00	0.00	0.00	0.00	0.00	0.00	184,654.95	1,491,264.95	1,200,770.70	190,796.00	43,097.00	855.20	1,435,518.90	0.00		0.00
3260	青海省残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,693,175.70	0.00	0.00	0.00	0.00	0.00	0.00	18,541.11	1,711,716.81	1,447,280.10	130,206.00	0.00	0.00	1,577,486.10	0.00		134,230.71
3261	青海省汇爱公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	9,957,296.02	0.00	0.00	0.00	0.00	0.00	0.00	15,809.94	9,973,105.96	4,882,219.90	10,800.00	0.00	0.00	4,893,019.90	0.00		5,080,086.06
3262	青海省治理荒漠化基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	168,500.00	0.00	-22.98	168,477.02	0.00		0.00
3264	青海省玉树州困难职工帮扶基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	432,700.00	0.00	0.00	0.00	432,700.00	-432,700.00		-432,700.00	1,030,000.00	0.00	0.00	0.00	0.00	0.00	0.00	17,763.32	1,047,763.32	1,062,400.00	10,618.00	0.00	1,294.50	1,074,312.50	-26,549.18		-26,549.18
3265	青海省福瑞慈善基金会	2014	4,814,628.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,814,628.84	6,149,146.76	0.00	0.00	0.00	6,149,146.76	0.00		-1,334,517.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	90,238.30	90,238.30	0.00	20,749.44	0.00	0.00	20,749.44	0.00		69,488.86
3266	青海省西宁市国开教育公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	3,840,710.00	0.00	0.00	0.00	0.00	0.00	0.00	38,760.42	3,879,470.42	4,399,500.00	6,293.50	0.00	0.00	4,405,793.50	0.00		-526,323.08
3267	青海省见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	100,000.00	0.00	29,938.10	129,938.10	335,000.00	172,141.50	0.00	0.00	507,141.50	0.00		-377,203.40
3268	青海省贫困学生助学基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	800,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	800,000.00	800,000.00	0.00	0.00	0.00	800,000.00	0.00		694,000.00
3269	青海省雪域仁济慈善基金会	2014	6,291,800.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,291,800.00	6,291,800.00	0.00	0.00	0.00	6,291,800.00	0.00		0.00	916,432.00	0.00	0.00	0.00	0.00	0.00	0.00	996.97	917,428.97	883,774.00	124,000.00	0.00	624.00	1,008,398.00	0.00		90,969.03
3270	青海省青少年发展基金会	2014	21,776,841.82	0.00	0.00	0.00	0.00	3,314,722.38	0.00	0.00	25,091,564.20	21,971,426.76	0.00	0.00	0.00	21,971,426.76	0.00		3,120,137.44	22,292.00	0.00	0.00	0.00	0.00	20,000.00	0.00	494,031.43	536,323.43	48,100.00	120,459.38	0.00	735.00	169,294.38	0.00		367,029.05
3271	青海苏曼竹巴慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	41,122.00	0.00	0.00	0.00	0.00	0.00	0.00	98,992.10	140,114.10	0.00	6,123.80	0.00	0.00	6,123.80	0.00		133,990.30
3273	青田县人民教育基金会	2014	4,106,682.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,106,682.00	5,177,402.90	0.00	0.00	0.00	5,177,402.90	0.00		-1,070,720.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	165,104.70	165,104.70	0.00	98,909.89	0.00	0.00	98,909.89	0.00		66,194.81
3274	靖江市慈善基金会	2014	4,293,499.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,293,499.00	6,534,859.30	0.00	0.00	0.00	6,534,859.30	0.00		-2,241,360.30	124,904.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	124,904.50	24,000.00	36,739.20	-15,413.15	0.00	45,326.05	0.00		79,578.45
3275	靖江市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	1,000,000.00	300,000.00	0.00	1,300,000.00	65,500.00	4,560.00	0.00	0.00	70,060.00	0.00		1,229,940.00
3276	鞍山市公安民警英烈救助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	599,000.00	278,462.30	0.00	0.00	0.00	0.00	0.00	15,863.34	893,325.64	0.00	0.00	0.00	0.00	0.00	0.00		0.00
3277	鞍山市教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,114,500.00	0.00	0.00	0.00	0.00	0.00	0.00	21,651.12	1,136,151.12	1,127,902.50	58,310.65	0.00	0.00	1,186,213.15	0.00		-50,062.03
3278	鞍山市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	200,000.00	0.00	1,692.02	201,692.02	462,639.10	89,286.00	0.00	0.00	551,925.10	0.00		-350,233.08
3279	韩美林艺术基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	4,061,165.05	0.00	0.00	0.00	712,621.36	0.00	0.00	51,320.63	4,825,107.04	3,425,148.41	228,928.70	645.00	0.00	3,654,722.11	0.00		1,170,384.93
3280	韬奋基金会	2014	54,951,705.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54,951,705.51	0.00	0.00	0.00	0.00	0.00	-49,905,328.97		5,046,376.54	30,000,000.00	0.00	803,000.00	0.00	0.00	0.00	6,057,422.29	9,590.09	36,870,012.38	53,757,679.63	1,207,611.87	0.00	0.00	54,965,291.50	49,905,328.97		31,810,049.85
3282	韶关市教育基金会	2014	700,787.14	0.00	0.00	0.00	0.00	2,000,000.00	0.00	0.00	2,700,787.14	0.00	0.00	0.00	0.00	0.00	-2,495,652.59		205,134.55	3,884,332.28	0.00	0.00	0.00	0.00	0.00	1,011,641.31	0.00	4,895,973.59	9,900,421.41	119,256.09	-46,188.44	0.00	9,973,489.06	2,495,652.59		-2,581,862.88
3283	顶新公益基金会	2014	5,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,000,000.00	5,000,000.00	0.00	0.00	0.00	5,000,000.00	0.00		0.00	21,147,926.40	0.00	0.00	0.00	0.00	0.00	0.00	544,088.03	21,692,014.43	18,279,114.33	1,052,968.96	0.00	0.00	19,332,083.29	0.00		2,359,931.14
3284	顺丰公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	35,018,120.00	0.00	0.00	0.00	0.00	0.00	336,726.00	25,040.10	35,379,886.10	12,974,921.15	91,408.90	0.00	4,469.08	13,070,799.13	0.00		22,309,086.97
3286	首都师范大学教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5,000.00		-5,000.00	14,598,008.01	0.00	0.00	0.00	0.00	0.00	171,221.92	41,630.45	14,810,860.38	3,610,466.12	37,511.04	0.00	0.00	3,647,977.16	5,000.00		11,167,883.22
3287	首都文明工程基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	4,790,000.00	0.00	0.00	0.00	0.00	0.00	0.00	352,731.40	5,142,731.40	4,486,907.51	447,181.27	0.00	0.00	4,934,088.78	0.00		208,642.62
3288	首都文化艺术公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	966,000.00	0.00	0.00	0.00	0.00	0.00	0.00	623.06	966,623.06	433,748.76	30,786.25	0.00	785.85	465,320.86	0.00		0.00
3289	首都见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	4,812,000.00	0.00	0.00	0.00	0.00	3,579,900.00	287,500.00	872,392.18	9,551,792.18	6,408,291.22	724,277.24	10,393.00	117,007.38	7,259,968.84	0.00		2,291,823.34
3290	香江社会救助基金会	2014	414,660.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	414,660.50	0.00	0.00	0.00	0.00	0.00	-9,169,061.68		-8,754,401.18	50,380,000.00	0.00	0.00	0.00	0.00	0.00	868,435.49	22,138.73	51,270,574.22	10,047,043.68	569,987.98	0.00	136,000.00	10,753,031.66	9,169,061.68		49,686,604.24
3291	马海德基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	210,151.71	0.00	0.00	0.00	0.00	0.00	135,330.83	3,856.68	349,339.22	399,757.13	23,825.10	-134.96	0.00	423,447.27	0.00		-74,108.05
3292	马鞍山二中教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	486,850.00	0.00	0.00	0.00	0.00	0.00	0.00	3,555.29	490,405.29	253,850.00	0.00	0.00	0.00	253,850.00	0.00		236,555.29
3293	马鞍山市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	188,875.06	188,875.06	103,000.00	12,568.00	0.00	0.00	115,568.00	0.00		73,307.06
3294	广东省肇庆市高要区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	284,804.89	0.00	0.00	0.00	284,804.89	0.00		-284,804.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	70,695.11	70,695.11	70,695.11	0.00	0.00	0.00	70,695.11	0.00		0.00
3295	高邮市慈善基金会	2014	813,554.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	813,554.00	2,365,678.50	0.00	0.00	0.00	2,365,678.50	0.00		-1,552,124.50	9,405,433.50	0.00	0.00	0.00	0.00	2,600,000.00	1,440,000.00	571,736.92	14,017,170.42	5,571,938.50	66,210.51	0.00	0.00	5,638,149.01	0.00		8,379,021.41
3296	高邮市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	352,000.00	551.56	352,551.56	133,454.00	13,241.02	0.00	0.00	146,695.02	0.00		205,856.54
3297	鲁山县人民教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	178,950.00	0.00	0.00	0.00	0.00	0.00	0.00	174,658.01	353,608.01	1,890,175.00	56,347.10	0.00	0.00	1,946,522.10	0.00		-1,592,914.09
3298	鲁迅文化基金会	2014	6,583,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,583,000.00	0.00	0.00	0.00	0.00	0.00	-7,266,596.25		-683,596.25	665,040.00	0.00	1,000,000.00	0.00	0.00	0.00	874,812.93	216,167.57	2,756,020.50	8,121,795.61	416,996.08	0.00	0.00	8,538,791.69	7,266,596.25		1,483,825.06
