机构ID	机构名称	数据年度	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
3213	陕西省西安残疾人福利基金会	2014	1,224,428.40	0.00	0.00	0.00	0.00	2,813,308.80	4,037,737.20	1,858,139.33	125,376.60	0.00	1,541,121.70	3,524,637.63	513,099.57	0.00	0.00	0.00	0.00	0.00	1,810.00	0.00	0.00	1,810.00	-1,810.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	511,289.57
3215	陕西省阳光慈善基金会	2014	42,150.30	0.00	0.00	0.00	0.00	0.00	42,150.30	42,150.30	0.00	0.00	2,200.00	44,350.30	-2,200.00	0.00	100,325.02	0.00	0.00	100,325.02	0.00	0.00	0.00	0.00	100,325.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98,125.02
3216	陕西省青少年发展基金会	2014	13,199,127.69	0.00	0.00	0.00	0.00	0.00	13,199,127.69	14,627,409.10	0.00	58,620.40	27,394.00	14,713,423.50	-1,514,295.81	0.00	236,124.79	0.00	0.00	236,124.79	0.00	0.00	490,000.00	490,000.00	-253,875.21	0.00	62,899.84	62,899.84	0.00	0.00	0.00	0.00	62,899.84	0.00	-1,705,271.18
3217	陕西省青年创业就业基金会	2014	1,500,000.00	0.00	0.00	0.00	0.00	0.00	1,500,000.00	1,600,000.00	0.00	12,253.60	0.00	1,612,253.60	-112,253.60	200,000.00	162,490.41	0.00	0.00	362,490.41	0.00	0.00	0.00	0.00	362,490.41	0.00	2,561.73	2,561.73	0.00	0.00	0.00	0.00	2,561.73	0.00	252,798.54
3219	陕西省黄土地陕北民歌发展基金会	2014	386,400.00	0.00	0.00	0.00	0.00	0.00	386,400.00	0.00	179,300.00	1,043,693.85	68,185.29	1,291,179.14	-904,779.14	0.00	0.00	0.00	0.00	0.00	64,053.00	0.00	0.00	64,053.00	-64,053.00	0.00	0.00	0.00	0.00	0.00	162,765.10	162,765.10	-162,765.10	0.00	-1,131,597.24
3220	陕西福智慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	3,100,232.43	3,100,232.43	0.00	0.00	0.00	3,147,501.69	3,147,501.69	-47,269.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-47,269.26
3221	陕西纯山教育基金会	2014	2,138,384.89	0.00	0.00	0.00	700,000.00	0.00	2,838,384.89	1,062,440.50	265,487.36	73,562.20	916,348.62	2,317,838.68	520,546.21	0.00	0.00	0.00	0.00	0.00	17,986.90	0.00	0.00	17,986.90	-17,986.90	6,272.77	0.00	6,272.77	0.00	0.00	9,171.16	9,171.16	-2,898.39	0.00	499,660.92
3222	陕西美术事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	20,336.06	20,336.06	0.00	104,061.00	0.00	407,891.74	511,952.74	-491,616.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-491,616.68
3223	陕西荣华慈善基金会	2014	2,600,000.00	0.00	0.00	0.00	0.00	183,539.71	2,783,539.71	1,805,000.00	20,887.93	12,634.00	982,897.28	2,821,419.21	-37,879.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	2,000,000.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	1,962,120.50
3224	陕西荣禾老年基金会	2014	0.00	0.00	0.00	0.00	0.00	120,052.94	120,052.94	0.00	36,000.00	0.00	81,044.22	117,044.22	3,008.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,000.00	0.00	20,000.00	0.00	0.00	0.00	0.00	20,000.00	0.00	23,008.72
3225	陕西蔡路帮困助学基金会	2014	602,000.00	0.00	0.00	0.00	468,903.32	0.00	1,070,903.32	1,391,004.00	10,600.00	0.00	76,351.00	1,477,955.00	-407,051.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-407,051.68
3227	陕西鱼化龙创业基金会	2014	196,666.00	0.00	0.00	0.00	0.00	0.00	196,666.00	500,000.00	0.00	0.00	35,871.88	535,871.88	-339,205.88	0.00	0.00	0.00	0.00	0.00	22,540.00	0.00	0.00	22,540.00	-22,540.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-361,745.88
3228	陶行知教育基金会	2014	3,150,492.00	0.00	0.00	0.00	0.00	1,052,549.51	4,203,041.51	4,800,667.16	751,590.95	445,178.03	82,376.00	6,079,812.14	-1,876,770.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,876,770.63
3229	隆回县教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3230	雅安市关心下一代基金会	2014	1,612,390.00	0.00	0.00	0.00	50,000.00	182,590.17	1,844,980.17	2,180,649.80	31,200.00	0.00	126,198.40	2,338,048.20	-493,068.03	0.00	0.00	0.00	30,000.00	30,000.00	0.00	30,000.00	0.00	30,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-493,068.03
3231	雅安市教育基金会	2014	17,810,256.55	0.00	0.00	0.00	50,000.00	1,892,208.31	19,752,464.86	24,401,405.64	281,444.00	59,850.38	0.00	24,742,700.02	-4,990,235.16	35,320,000.00	0.00	0.00	0.00	35,320,000.00	11,600.00	5,600,000.00	0.00	5,611,600.00	29,708,400.00	0.00	6,536,089.33	6,536,089.33	0.00	0.00	0.00	0.00	6,536,089.33	0.00	31,254,254.17
3232	霞浦县振兴教育基金会	2014	0.00	0.00	0.00	0.00	1,000,000.00	3,615,867.81	4,615,867.81	2,095,200.00	0.00	0.00	351,510.48	2,446,710.48	2,169,157.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,169,157.33
3233	青岛农业大学教育发展基金会	2014	748,000.00	0.00	0.00	0.00	0.00	31,484.31	779,484.31	958,000.00	0.00	0.00	600.00	958,600.00	-179,115.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-179,115.69
3234	青岛大学教育发展基金会	2014	3,230,330.48	0.00	0.00	0.00	0.00	0.00	3,230,330.48	2,676,361.00	0.00	0.00	22,597.00	2,698,958.00	531,372.48	0.00	0.00	0.00	0.00	0.00	6,499.00	0.00	0.00	6,499.00	-6,499.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	524,873.48
3235	青岛市华泰公益基金会	2014	222,000.00	0.00	0.00	0.00	0.00	0.00	222,000.00	324,598.20	12,000.00	0.00	59,539.38	396,137.58	-174,137.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-174,137.58
3236	青岛市天泰公益基金会	2014	1,156,581.77	0.00	0.00	0.00	0.00	12,368,983.09	13,525,564.86	1,984,536.06	22,832.00	0.00	12,025,712.45	14,033,080.51	-507,515.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-507,515.65
3237	青岛市教育发展基金会	2014	33,175,486.69	0.00	0.00	0.00	0.00	100,406.00	33,275,892.69	23,863,288.70	0.00	127,234.71	318,192.08	24,308,715.49	8,967,177.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,102,754.94	0.00	-1,102,754.94	1,102,754.94	0.00	10,069,932.14
3238	青岛市残疾人福利基金会	2014	1,772,448.95	0.00	0.00	0.00	0.00	27,051.38	1,799,500.33	1,772,448.95	228,153.89	112,313.39	22,770.48	2,135,686.71	-336,186.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-336,186.38
3239	青岛市残疾儿童医疗康复基金会	2014	947,391.95	0.00	0.00	0.00	0.00	138,045.92	1,085,437.87	316,185.82	0.00	0.00	4,057.20	320,243.02	765,194.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	765,194.85
3240	青岛市爱国健身公益基金会	2014	0.00	0.00	0.00	0.00	0.00	5,479.89	5,479.89	200,000.00	0.00	0.00	1,176.02	201,176.02	-195,696.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-195,696.13
3242	青岛市见义勇为基金会	2014	138,000.00	0.00	0.00	0.00	2,000,000.00	131,859.74	2,269,859.74	413,018.00	0.00	0.00	6,232.00	419,250.00	1,850,609.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,850,609.74
3243	青岛市青少年发展基金会	2014	8,010,797.20	0.00	0.00	0.00	0.00	14,549.23	8,025,346.43	6,378,098.20	0.00	0.00	10,656.80	6,388,755.00	1,636,591.43	0.00	0.00	0.00	0.00	0.00	5,300.00	0.00	0.00	5,300.00	-5,300.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,631,291.43
3245	青岛滨海学院教育发展基金会	2014	14,515,036.00	0.00	0.00	0.00	0.00	2,866,602.65	17,381,638.65	4,792,942.00	53,000.00	0.00	20,207.50	4,866,149.50	12,515,489.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12,515,489.15
3246	青岛科技大学教育发展基金会	2014	1,865,720.00	0.00	0.00	0.00	0.00	171,877.15	2,037,597.15	2,892,240.00	0.00	29,196.50	300,975.50	3,222,412.00	-1,184,814.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,184,814.85
3247	青岛绿华资源利用基金会	2014	360,000.00	0.00	0.00	0.00	0.00	2,329.79	362,329.79	455,368.00	52,600.00	42,180.52	12,421.11	562,569.63	-200,239.84	0.00	402,373.54	0.00	0.00	402,373.54	0.00	0.00	0.00	0.00	402,373.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	202,133.70
3250	青海冬虫夏草与人类健康研究发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	214,500.00	0.00	254,000.00	110,732.40	579,232.40	-579,232.40	0.00	0.00	0.00	0.00	0.00	6,200.00	0.00	0.00	6,200.00	-6,200.00	0.00	0.00	0.00	0.00	0.00	1,212.72	1,212.72	-1,212.72	0.00	-586,645.12
3251	青海省天佑德教育基金会	2014	800,000.00	0.00	0.00	0.00	0.00	0.00	800,000.00	795,000.00	0.00	0.00	-91,460.35	703,539.65	96,460.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	96,460.35
3252	青海妇女儿童发展基金会	2014	9,052,098.54	13,000.00	0.00	0.00	0.00	188,980.33	9,254,078.87	8,517,715.89	25,952.00	0.00	33,377.40	8,577,045.29	677,033.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	677,033.58
3253	青海省关心下一代基金会	2014	0.00	0.00	0.00	0.00	0.00	160,266.85	160,266.85	0.00	0.00	0.00	3,543.00	3,543.00	156,723.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	156,723.85
3256	青海省希望明德关爱青少年基金会	2014	25,520.00	0.00	0.00	0.00	550,000.00	1,566.28	577,086.28	65,560.00	42,000.00	0.00	363,642.56	471,202.56	105,883.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	105,883.72
3258	青海省教育发展基金会	2014	3,268,610.00	0.00	0.00	0.00	3,000.00	0.00	3,271,610.00	2,871,925.50	190,796.00	43,952.20	28,577.20	3,135,250.90	136,359.10	0.00	0.00		0.00	0.00	10,600.00	0.00	0.00	10,600.00	-10,600.00	0.00	0.00	0.00	0.00	0.00	43,097.00	43,097.00	-43,097.00	0.00	82,662.10
3260	青海省残疾人福利基金会	2014	1,693,175.50	0.00	0.00	0.00	0.00	18,541.11	1,711,716.61	1,447,280.10	0.00	0.00	145,206.00	1,592,486.10	119,230.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	119,230.51
3261	青海省汇爱公益基金会	2014	9,957,296.02	0.00	0.00	0.00	0.00	15,809.94	9,973,105.96	4,882,219.90	0.00	0.00	10,800.00	4,893,019.90	5,080,086.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,080,086.06
3262	青海省治理荒漠化基金会	2014	0.00	0.00	0.00	0.00	0.00	700,352.98	700,352.98	0.00	2,500.00	0.00	665,511.51	668,011.51	32,341.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32,341.47
3264	青海省玉树州困难职工帮扶基金会	2014	1,030,000.00	0.00	0.00	0.00	0.00	17,763.32	1,047,763.32	1,495,100.00	0.00	0.00	11,912.50	1,507,012.50	-459,249.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,013,424.26
3265	青海省福瑞慈善基金会	2014	4,814,628.84	0.00	0.00	0.00	0.00	90,238.30	4,904,867.14	5,400,365.86	12,000.00	8,689.34	0.00	5,421,055.20	-516,188.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-516,188.06
3266	青海省西宁市国开教育公益基金会	2014	3,840,710.00	0.00	0.00	0.00	0.00	38,760.42	3,879,470.42	4,399,500.00	0.00	0.00	3,854.50	4,403,354.50	-523,884.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-523,884.08
3267	青海省见义勇为基金会	2014	0.00	0.00	0.00	0.00	100,000.00	29,938.10	129,938.10	0.00	0.00	0.00	507,141.50	507,141.50	-377,203.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-377,203.40
3268	青海省贫困学生助学基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3269	青海省雪域仁济慈善基金会	2014	7,208,232.00	0.00	0.00	0.00	0.00	996.97	7,209,228.97	7,175,574.00	88,000.00	36,000.00	624.00	7,300,198.00	-90,969.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-90,969.03
3270	青海省青少年发展基金会	2014	21,799,133.82	0.00	0.00	0.00	3,334,722.38	531,051.73	25,664,907.93	22,019,526.76	6,900.00	0.00	114,294.38	22,140,721.14	3,524,186.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,524,186.79
3271	青海苏曼竹巴慈善基金会	2014	41,122.00	0.00	0.00	0.00	0.00	98,992.10	140,114.10	0.00	0.00	0.00	36,123.80	36,123.80	103,990.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	103,990.30
3273	青田县人民教育基金会	2014	2,696,682.00	0.00	0.00	0.00	0.00	165,104.70	2,861,786.70	5,177,402.90	78,254.19	0.00	20,655.70	5,276,312.79	-2,414,526.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,414,526.09
3274	靖江市慈善基金会	2014	3,397,973.50	0.00	0.00	0.00	0.00	0.00	3,397,973.50	6,558,859.30	0.00	36,135.00	0.00	6,594,994.30	-3,197,020.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21,153.15	21,153.15	0.00	0.00	5,740.00	5,740.00	15,413.15	0.00	-3,181,607.65
3275	靖江市见义勇为基金会	2014	0.00	0.00	0.00	0.00	1,000,000.00	8,078,500.00	9,078,500.00	0.00	0.00	21,500.00	2,127,060.00	2,148,560.00	6,929,940.00	0.00	0.00	0.00	300,000.00	300,000.00	0.00	10,000,000.00	0.00	10,000,000.00	-9,700,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,770,060.00
3276	鞍山市公安民警英烈救助基金会	2014	599,000.00	278,462.30	0.00	0.00	0.00	15,863.34	893,325.64	0.00	0.00	0.00	0.00	0.00	893,325.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	893,325.64
3277	鞍山市教育基金会	2014	1,114,500.00	0.00	0.00	0.00	0.00	21,651.12	1,136,151.12	1,127,902.50	26,000.00	0.00	27,498.90	1,181,401.40	-45,250.28	0.00	0.00	0.00	0.00	0.00	3,900.00	0.00	0.00	3,900.00	-3,900.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-49,150.28
3278	鞍山市见义勇为基金会	2014	0.00	0.00	0.00	0.00	200,000.00	1,692.02	201,692.02	462,639.10	0.00	0.00	89,286.00	551,925.10	-350,233.08	0.00	0.00	0.00	0.00	0.00	4,900.00	0.00	0.00	4,900.00	-4,900.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-355,133.08
3279	韩美林艺术基金会	2014	4,061,165.05	0.00	0.00	712,621.36	0.00	51,320.63	4,825,107.04	975,000.00	125,482.72	1,196,282.78	1,223,191.75	3,519,957.25	1,305,149.79	0.00	0.00	0.00	0.00	0.00	101,631.00	0.00	0.00	101,631.00	-101,631.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,203,518.79
3280	韬奋基金会	2014	34,608,942.36	0.00	815,000.00	0.00	0.00	2,916,795.95	38,340,738.31	1,508,908.19	696,338.50	1,281,409.60	4,860,845.43	8,347,501.72	29,993,236.59	0.00	441,612.57	0.00	0.00	441,612.57	6,900.00	6,000,000.00	0.00	6,006,900.00	-5,565,287.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24,427,949.16
3282	韶关市教育基金会	2014	458,119.42	0.00	0.00	0.00	200,000.00	0.00	6,585,119.42	9,900,421.41	56,650.00	0.00	498,133.67	10,455,205.08	-3,870,085.66	16,000,000.00	1,011,641.40	0.00	0.00	17,011,641.40	0.00	20,500,000.00	0.00	20,500,000.00	-3,488,358.60	0.00	46,188.44	46,188.44	0.00	0.00	0.00	0.00	46,188.44	0.00	-7,312,255.82
3283	顶新公益基金会	2014	26,147,926.40	0.00	0.00	0.00	0.00	535,931.34	26,683,857.74	22,364,663.27	1,369,142.82	0.00	660,255.75	24,394,061.84	2,289,795.90	0.00	0.00	0.00	0.00	0.00	22,549.00	0.00	0.00	22,549.00	-22,549.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,267,246.90
3284	顺丰公益基金会	2014	15,018,120.00	0.00	0.00	0.00	0.00	25,040.10	15,043,160.10	13,238,609.90	0.00	0.00	1,026,546.80	14,265,156.70	778,003.40	15,000,000.00	336,726.00	0.00	0.00	15,336,726.00	0.00	0.00	33,000,000.00	33,000,000.00	-17,663,274.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-16,885,270.60
3286	首都师范大学教育基金会	2014	14,598,008.01	0.00	0.00	0.00	0.00	259,250.91	14,857,258.92	234,000.00	0.00	3,376,466.12	117,511.04	3,727,977.16	11,129,281.76	0.00	171,221.92	0.00	0.00	171,221.92	0.00	0.00	0.00	0.00	171,221.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11,300,503.68
3287	首都文明工程基金会	2014	4,790,000.00	0.00	0.00	0.00	0.00	352,731.40	5,142,731.40	4,345,748.00	399,090.92	0.00	48,030.79	4,792,869.71	349,861.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	349,861.69
3288	首都文化艺术公益基金会	2014	966,000.00	0.00	0.00	0.00	0.00	2,206,353.56	3,172,353.56	233,414.90	0.00	0.00	787,363.21	1,020,778.11	2,151,575.45	0.00	0.00	0.00	0.00	0.00	78,690.00	0.00	0.00	78,690.00	-78,690.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,072,885.45
3289	首都见义勇为基金会	2014	4,812,000.00	0.00	0.00	0.00	3,579,900.00	872,392.18	9,264,292.18	6,382,067.41	542,675.20	1,135,046.40	1,035,455.48	9,095,244.49	169,047.69	0.00	0.00	200,000.00	0.00	200,000.00	303,980.00	0.00	0.00	303,980.00	-103,980.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	65,067.69
3290	香江社会救助基金会	2014	50,794,660.50	0.00	0.00	0.00	0.00	20,370,208.72	71,164,869.22	10,183,043.68	0.00	0.00	27,585,313.92	37,768,357.60	33,396,511.62	343,600,000.00	855,525.90	0.00	0.00	344,455,525.90	0.00	410,500,000.00	0.00	410,500,000.00	-66,044,474.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-32,647,962.48
3291	马海德基金会	2014	210,151.71	0.00	0.00	0.00	0.00	3,856.68	214,008.39	245,550.00	37,215.00	116,722.21	7,151.74	406,638.95	-192,630.56	0.00	135,330.83	0.00	0.00	135,330.83	0.00	4,034,195.00	0.00	4,034,195.00	-3,898,864.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-134.96	-4,091,629.69
3292	马鞍山二中教育基金会	2014	486,850.00	0.00	0.00	0.00	0.00	3,555.29	490,405.29	253,850.00	0.00	0.00	51,811.40	305,661.40	184,743.89	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	2,000,000.00	-2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,815,256.11
3293	马鞍山市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	283,847.06	283,847.06	103,000.00	0.00	0.00	12,568.00	115,568.00	168,279.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	168,279.06
3294	广东省肇庆市高要区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	70,695.11	70,695.11	355,500.00	0.00	0.00	0.00	355,500.00	-284,804.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-284,804.89
3295	高邮市慈善基金会	2014	10,218,987.50	0.00	0.00	0.00	2,600,000.00	571,726.92	13,390,714.42	7,937,617.00	0.00	0.00	66,210.51	8,003,827.51	5,386,886.91	1,440,000.00	0.00	0.00	0.00	1,440,000.00	0.00	6,000,000.00	0.00	6,000,000.00	-4,560,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	826,886.91
3296	高邮市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	551.56	551.56	133,454.00	0.00	0.00	8,360.00	141,814.00	-141,262.44	0.00	352,000.00	0.00	0.00	352,000.00	10,610.00	432,000.00	0.00	442,610.00	-90,610.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-231,872.44
3297	鲁山县人民教育基金会	2014	-286,391.99	0.00	0.00	0.00	0.00	0.00	-286,391.99	0.00	0.00	0.00	1,396,522.10	1,396,522.10	-1,682,914.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,682,914.09
3298	鲁迅文化基金会	2014	2,572,040.00	0.00	1,000,000.00	0.00	0.00	216,167.57	3,788,207.57	2,826,947.08	527,850.62	117,374.59	0.00	3,472,172.29	316,035.28	0.00	874,812.93	0.00	0.00	874,812.93	12,949.00	23,000,000.00	0.00	23,012,949.00	-22,138,136.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-21,822,100.79
3299	鸡西市残疾人福利基金会	2014		19,100.00	0.00	0.00	0.00	4,606.75	23,706.75	60,200.00	0.00	0.00	3,619.50	63,819.50	-40,112.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-40,112.75
3300	鹤岗市检察人员救助基金会	2014	150,000.00	0.00	0.00	0.00	0.00	203,053.89	353,053.89	0.00	0.00	0.00	387,474.86	387,474.86	-34,420.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-34,420.97
3301	黄冈市见义勇为基金会	2014	0.00	0.00	0.00	0.00	200,000.00	361,115.81	561,115.81	208,985.56	14,400.00	0.00	21,081.80	244,467.36	316,648.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	316,648.45
